threshold,ticker,trade_type,sim_exit_time,sim_exit_price,sim_return_pct,sim_duration_minutes,actual_exit_time,actual_exit_price,actual_return_pct,actual_duration_minutes,return_delta_pct,duration_delta_minutes,was_winner,is_winner,outcome_changed,macd_peak_valley,macd_exit_level,original_index
0.5,SUNPHARMA,Buy,2024-01-09 13:05:00,1328.8,0.10924021546691118,35.0,2024-01-09 13:05:00,1328.8,0.1092402154669111,35.0,8.326672684688674e-17,0.0,True,True,False,6.167664460512697,3.0838322302563483,17
0.5,SUNPHARMA,Buy,2024-01-10 15:15:00,1324.05,-0.03397508493771578,25.0,2024-01-10 15:15:00,1324.05,-0.0339750849377157,25.0,-8.326672684688674e-17,0.0,False,False,False,0.8019489287232773,0.40097446436163864,20
0.5,SUNPHARMA,Buy,2024-01-11 09:35:00,1322.9,-0.33150003767044856,20.0,2024-01-11 09:35:00,1322.9,-0.3315000376704485,20.0,-5.551115123125783e-17,0.0,False,False,False,1.0150088903931191,0.5075044451965596,21
0.5,SUNPHARMA,Buy,2024-01-11 11:05:00,1322.85,-0.026451027811376697,5.0,2024-01-11 11:05:00,1322.85,-0.0264510278113766,5.0,-9.71445146547012e-17,0.0,False,False,False,0.7671518867082341,0.38357594335411704,22
0.5,SUNPHARMA,Buy,2024-01-11 12:20:00,1321.05,-0.015137180700098049,70.0,2024-01-11 12:20:00,1321.05,-0.015137180700098,70.0,-4.85722573273506e-17,0.0,False,False,False,1.25715859474235,0.628579297371175,23
0.5,SUNPHARMA,Buy,2024-01-12 13:20:00,1325.3,0.25341351790914246,95.0,2024-01-12 13:20:00,1325.3,0.2534135179091424,95.0,5.551115123125783e-17,0.0,True,True,False,1.609580174884513,0.8047900874422566,26
0.5,SUNPHARMA,Buy,2024-01-15 09:20:00,1324.0,-0.1470643689430254,5.0,2024-01-15 09:20:00,1324.0,-0.1470643689430254,5.0,0.0,0.0,False,False,False,1.4243268060581613,0.7121634030290807,27
0.5,SUNPHARMA,Buy,2024-01-15 09:35:00,1324.95,0.08687112856927715,10.0,2024-01-15 09:35:00,1324.95,0.0868711285692771,10.0,4.163336342344337e-17,0.0,True,True,False,1.4243268060581613,0.7121634030290807,28
0.5,SUNPHARMA,Buy,2024-01-15 12:50:00,1338.0,0.6772009029345373,150.0,2024-01-15 12:50:00,1338.0,0.6772009029345373,150.0,0.0,0.0,True,True,False,4.188600440210621,2.0943002201053105,29
0.5,SUNPHARMA,Buy,2024-01-15 13:05:00,1333.2,-0.101157693604579,10.0,2024-01-15 13:05:00,1333.2,-0.101157693604579,10.0,0.0,0.0,False,False,False,3.940182048126189,1.9700910240630944,30
0.5,SUNPHARMA,Buy,2024-01-18 12:35:00,1323.2,1.1079697409643157,135.0,2024-01-18 12:35:00,1323.2,1.1079697409643157,135.0,0.0,0.0,True,True,False,5.165689767057302,2.582844883528651,35
0.5,SUNPHARMA,Buy,2024-01-18 14:50:00,1336.95,0.7118644067796644,60.0,2024-01-18 14:50:00,1336.95,0.7118644067796644,60.0,0.0,0.0,True,True,False,7.747993674801137,3.8739968374005684,36
0.5,SUNPHARMA,Buy,2024-01-18 15:15:00,1335.5,0.03745318352059925,20.0,2024-01-18 15:15:00,1335.5,0.0374531835205992,20.0,5.551115123125783e-17,0.0,True,True,False,7.729328474132444,3.864664237066222,37
0.5,SUNPHARMA,Buy,2024-01-19 09:35:00,1340.45,0.34810600389280516,10.0,2024-01-19 09:35:00,1340.45,0.3481060038928051,10.0,5.551115123125783e-17,0.0,True,True,False,7.481275588657581,3.7406377943287903,38
0.5,SUNPHARMA,Buy,2024-01-20 10:05:00,1337.15,-0.313117381742261,30.0,2024-01-20 10:05:00,1337.15,-0.313117381742261,30.0,0.0,0.0,False,False,False,2.676947581715922,1.338473790857961,39
0.5,SUNPHARMA,Buy,2024-01-23 11:20:00,1382.2,2.5104757666778017,120.0,2024-01-23 11:20:00,1382.2,2.5104757666778017,120.0,0.0,0.0,True,True,False,13.90641340401885,6.953206702009425,42
0.5,SUNPHARMA,Buy,2024-01-24 14:35:00,1384.2,-0.28814291888776833,30.0,2024-01-24 14:35:00,1384.2,-0.2881429188877683,30.0,-5.551115123125783e-17,0.0,False,False,False,2.9586687412343053,1.4793343706171527,43
0.5,SUNPHARMA,Buy,2024-01-24 14:50:00,1380.4,-0.07600709399543627,10.0,2024-01-24 14:50:00,1380.4,-0.0760070939954362,10.0,-6.938893903907228e-17,0.0,False,False,False,2.8115349966458325,1.4057674983229163,44
0.5,SUNPHARMA,Buy,2024-01-25 09:20:00,1375.2,-0.10895619960775767,5.0,2024-01-25 09:20:00,1375.2,-0.1089561996077576,5.0,-6.938893903907228e-17,0.0,False,False,False,2.090429827356502,1.045214913678251,45
0.5,SUNPHARMA,Buy,2024-01-29 10:50:00,1404.5,-0.8821453775582216,90.0,2024-01-29 10:50:00,1404.5,-0.8821453775582216,90.0,0.0,0.0,False,False,False,11.51105383719596,5.75552691859798,47
0.5,SUNPHARMA,Buy,2024-01-29 12:35:00,1410.85,-0.21571539712852264,10.0,2024-01-29 12:35:00,1410.85,-0.2157153971285226,10.0,-2.7755575615628914e-17,0.0,False,False,False,11.16197003258685,5.580985016293425,48
0.5,SUNPHARMA,Buy,2024-01-29 12:50:00,1410.45,-0.09208429254471079,10.0,2024-01-29 12:50:00,1410.45,-0.0920842925447107,10.0,-8.326672684688674e-17,0.0,False,False,False,11.030122868075978,5.515061434037989,49
0.5,SUNPHARMA,Buy,2024-01-31 13:35:00,1426.75,2.691906287112685,195.0,2024-01-31 13:35:00,1426.75,2.691906287112685,195.0,0.0,0.0,True,True,False,12.288623089380737,6.144311544690368,52
0.5,SUNPHARMA,Buy,2024-02-02 12:05:00,1425.8,0.51817124325848,135.0,2024-02-02 12:05:00,1425.8,0.51817124325848,135.0,0.0,0.0,True,True,False,4.311025830012113,2.1555129150060566,54
0.5,SUNPHARMA,Buy,2024-02-05 11:20:00,1455.45,1.5950020940946628,125.0,2024-02-05 11:20:00,1455.45,1.5950020940946628,125.0,0.0,0.0,True,True,False,10.66955056748816,5.33477528374408,56
0.5,SUNPHARMA,Buy,2024-02-07 11:05:00,1492.3,0.6474674580157759,105.0,2024-02-07 11:05:00,1492.3,0.6474674580157759,105.0,0.0,0.0,True,True,False,8.40592531989978,4.20296265994989,57
0.5,SUNPHARMA,Buy,2024-02-08 15:15:00,1500.6,0.07002100630188753,10.0,2024-02-08 15:15:00,1500.6,0.0700210063018875,10.0,2.7755575615628914e-17,0.0,True,True,False,1.0767568918940924,0.5383784459470462,59
0.5,SUNPHARMA,Buy,2024-02-09 09:50:00,1498.5,0.2207062600320997,35.0,2024-02-09 09:50:00,1498.5,0.2207062600320996,35.0,1.1102230246251565e-16,0.0,True,True,False,1.862962204702626,0.931481102351313,60
0.5,SUNPHARMA,Buy,2024-02-09 13:05:00,1529.55,2.0891039546137127,190.0,2024-02-09 13:05:00,1529.55,2.089103954613713,190.0,-4.440892098500626e-16,0.0,True,True,False,9.534852672774832,4.767426336387416,61
0.5,SUNPHARMA,Buy,2024-02-09 14:20:00,1534.0,-0.18219677251431252,10.0,2024-02-09 14:20:00,1534.0,-0.1821967725143125,10.0,-2.7755575615628914e-17,0.0,False,False,False,8.999431928440572,4.499715964220286,62
0.5,SUNPHARMA,Buy,2024-02-12 09:50:00,1544.5,-0.06147076903167656,15.0,2024-02-12 09:50:00,1544.5,-0.0614707690316765,15.0,-5.551115123125783e-17,0.0,False,False,False,8.354197067394125,4.1770985336970625,63
0.5,SUNPHARMA,Buy,2024-02-13 11:20:00,1544.15,0.3770273344817618,90.0,2024-02-13 11:20:00,1544.15,0.3770273344817618,90.0,0.0,0.0,True,True,False,3.3208129252006984,1.6604064626003492,68
0.5,SUNPHARMA,Buy,2024-02-15 09:15:00,1517.55,0.0,0.0,2024-02-15 09:20:00,1517.55,0.0,5.0,0.0,-5.0,False,False,False,-1.678344277119777,-0.8391721385598885,70
0.5,SUNPHARMA,Buy,2024-02-16 12:20:00,1516.9,0.4303495762711864,105.0,2024-02-16 12:20:00,1516.9,0.4303495762711864,105.0,0.0,0.0,True,True,False,1.291900886109261,0.6459504430546305,74
0.5,SUNPHARMA,Buy,2024-02-19 13:05:00,1523.75,0.7138372054595297,120.0,2024-02-19 13:05:00,1523.75,0.7138372054595297,120.0,0.0,0.0,True,True,False,3.179560182215937,1.5897800911079685,78
0.5,SUNPHARMA,Buy,2024-02-19 15:05:00,1529.55,-0.05227562322344265,35.0,2024-02-19 15:05:00,1529.55,-0.0522756232234426,35.0,-4.85722573273506e-17,0.0,False,False,False,4.600780977934619,2.3003904889673095,79
0.5,SUNPHARMA,Buy,2024-02-20 15:15:00,1540.45,0.9270785559850679,130.0,2024-02-20 15:15:00,1540.45,0.927078555985068,130.0,-1.1102230246251565e-16,0.0,True,True,False,4.174670686247282,2.087335343123641,81
0.5,SUNPHARMA,Buy,2024-02-21 09:50:00,1539.2,0.061758491792624444,35.0,2024-02-21 09:50:00,1539.2,0.0617584917926244,35.0,4.163336342344337e-17,0.0,True,True,False,4.604849354703674,2.302424677351837,82
0.5,SUNPHARMA,Buy,2024-02-21 11:05:00,1544.45,-0.20031662951115695,20.0,2024-02-21 11:05:00,1544.45,-0.2003166295111569,20.0,-5.551115123125783e-17,0.0,False,False,False,5.369566419327157,2.6847832096635784,83
0.5,SUNPHARMA,Buy,2024-02-21 13:20:00,1547.85,-0.006460156981823471,30.0,2024-02-21 13:20:00,1547.85,-0.0064601569818234,30.0,-7.112366251504909e-17,0.0,False,False,False,4.559761568908016,2.279880784454008,84
0.5,SUNPHARMA,Buy,2024-02-22 12:35:00,1544.2,-0.1777691586670545,30.0,2024-02-22 12:35:00,1544.2,-0.1777691586670545,30.0,0.0,0.0,False,False,False,1.1246174876932855,0.5623087438466428,87
