Trade Type,Metric,Baseline,Optimal,Improvement,p_value,CI_Lower,CI_Upper,Is_Significant
Buy,win_rate,50.95682041216879,53.75368007850834,2.79685966633955,0.0,2.207433758586845,3.4102060843964708,True
Buy,profit_factor,2.304158717683198,2.648240911876936,0.3440821941937382,0.0,0.2884525776330217,0.40841731019545535,True
Buy,sharpe_ratio,3.7684627669206323,4.322139306452005,0.5536765395313727,0.0,0.47567630556829393,0.6285243695860775,True
Sell,win_rate,50.462287104622874,52.82238442822384,2.360097323600968,0.0,1.8004866180048749,2.944038929440382,True
Sell,profit_factor,2.2806903017603912,2.683824123957083,0.4031338221966916,0.0,0.3416012956176065,0.4774786284740105,True
Sell,sharpe_ratio,3.161899749581737,3.6826244815482516,0.5207247319665145,0.0,0.41672202536605524,0.6524424719969051,True
