threshold,total_trades,win_rate,profit_factor,sharpe_ratio,avg_profit,total_return,max_drawdown
0.80 (Baseline),19353,49.15516974112541,1.6685821432620813,13.379088760997018,0.07817311378499285,1512.8842710809668,-28.78684412341397
0.95 (Hypothesis),26607,50.479197203743375,1.7411096546662939,16.260848431637026,0.06811977881560342,1812.4629549467604,-23.824700380347167
