threshold,total_trades,num_wins,num_losses,win_rate_pct,profit_factor,avg_win_pct,avg_loss_pct,total_return_pct,sharpe_ratio,avg_duration_minutes,losers_to_winners_count,winners_to_losers_count,net_outcome_improvement,window_id,window_start,window_end,window_num_trades,trade_type
0.5,634,344,261,54.25867507886435,2.5563014072107957,0.3831312206842214,0.1975392585979147,80.23939342131641,4.512092537348667,51.35646687697161,6,9,-3,7,2024-03-31 09:15:00,2024-04-30 09:15:00,1221,Sell
0.6,634,346,259,54.57413249211357,2.57792432158928,0.3811176377382453,0.19749914449944558,80.71442423207648,4.5422449201412345,51.33280757097792,8,9,-1,7,2024-03-31 09:15:00,2024-04-30 09:15:00,1221,Sell
0.7,634,347,258,54.73186119873817,2.627899533264489,0.3802780662533973,0.19462664123066017,81.74281555241856,4.61721754821981,51.261829652996845,9,9,0,7,2024-03-31 09:15:00,2024-04-30 09:15:00,1221,Sell
0.8,634,349,256,55.047318611987386,2.628730524593956,0.37867264684494245,0.19638274615893608,81.88277073219729,4.624789578940462,51.206624605678236,11,9,2,7,2024-03-31 09:15:00,2024-04-30 09:15:00,1221,Sell
0.9,634,351,253,55.36277602523659,2.704437498662346,0.378754945364472,0.19429783361091077,83.78563391936925,4.746901998563312,51.00946372239748,15,11,4,7,2024-03-31 09:15:00,2024-04-30 09:15:00,1221,Sell
0.95,634,357,247,56.30914826498423,2.807967085382619,0.3753937818313894,0.19322633860837718,86.28867447753686,4.886025468951012,50.58359621451104,23,13,10,7,2024-03-31 09:15:00,2024-04-30 09:15:00,1221,Sell
0.5,612,336,251,54.90196078431373,2.697538460543734,0.474044543407355,0.2352431913008259,100.232925568364,4.798401589509916,52.97385620915033,6,9,-3,8,2024-04-15 09:15:00,2024-05-15 09:15:00,1248,Sell
0.6,612,338,248,55.22875816993464,2.7560299589088304,0.47172817253658045,0.23327752515013778,101.59129608013001,4.874339072401443,52.93300653594771,8,9,-1,8,2024-04-15 09:15:00,2024-05-15 09:15:00,1248,Sell
0.7,612,339,247,55.392156862745104,2.763789219032907,0.47031273363010967,0.23355252336579102,101.74854342925678,4.882631048828227,52.86764705882353,9,9,0,8,2024-04-15 09:15:00,2024-05-15 09:15:00,1248,Sell
0.8,612,343,243,56.04575163398693,2.8251514113784983,0.466841832295913,0.23324690139105536,103.4477514394717,4.9769680708644515,52.802287581699346,13,9,4,8,2024-04-15 09:15:00,2024-05-15 09:15:00,1248,Sell
0.9,612,348,239,56.86274509803921,3.012192334131677,0.46404172409801353,0.2243136363456139,107.87556089950698,5.226740854600673,52.540849673202615,20,11,9,8,2024-04-15 09:15:00,2024-05-15 09:15:00,1248,Sell
0.95,612,352,234,57.51633986928104,3.214352944304526,0.46409135343347463,0.2171884477619041,112.5380596322975,5.469731541000813,52.12418300653595,26,13,13,8,2024-04-15 09:15:00,2024-05-15 09:15:00,1248,Sell
0.5,682,343,298,50.29325513196481,2.4541159863519697,0.42822383537319547,0.20084157034187142,87.02998757112837,4.214272315062324,60.59384164222874,12,11,1,9,2024-04-30 09:15:00,2024-05-30 09:15:00,1375,Sell
0.6,682,345,295,50.58651026392962,2.499901134943202,0.4260779287824239,0.1993256932908513,88.1958059091351,4.2791610521923165,60.557184750733136,14,11,3,9,2024-04-30 09:15:00,2024-05-30 09:15:00,1375,Sell
