trade_id,ticker,entry_time,exit_time,side,entry_price,exit_price,quantity,pnl,strategy
INFY_0007,INFY,2025-04-09T14:30:00+05:30,2025-04-11T15:15:00+05:30,LONG,1397.15,1416.8,10,46.5,phase4_full_backtest
BANKNIFTY_0007,BANKNIFTY,2025-04-09T14:30:00+05:30,2025-04-11T15:15:00+05:30,LONG,50256.5,51007.55,10,7360.5,phase4_full_backtest
RELIANCE_0007,RELIANCE,2025-04-09T14:30:00+05:30,2025-04-11T15:15:00+05:30,LONG,1186.9,1220.0,10,181.0,phase4_full_backtest
TCS_0008,TCS,2025-04-11T12:30:00+05:30,2025-04-11T15:15:00+05:30,SHORT,3251.05,3238.0,10,-19.5,phase4_full_backtest
INFY_0008,INFY,2025-04-11T12:30:00+05:30,2025-04-11T15:15:00+05:30,LONG,1415.4,1416.8,10,-136.0,phase4_full_backtest
NIFTY_0008,NIFTY,2025-04-11T13:30:00+05:30,2025-04-11T15:15:00+05:30,SHORT,22875.1,22844.5,10,156.0,phase4_full_backtest
BANKNIFTY_0008,BANKNIFTY,2025-04-11T13:45:00+05:30,2025-04-11T15:15:00+05:30,LONG,51097.25,51007.55,10,-1047.0,phase4_full_backtest
RELIANCE_0008,RELIANCE,2025-04-11T14:00:00+05:30,2025-04-11T15:15:00+05:30,LONG,1213.75,1220.0,10,-87.5,phase4_full_backtest
NIFTY_0009,NIFTY,2025-04-15T11:30:00+05:30,2025-04-17T13:30:00+05:30,SHORT,23304.9,23816.45,10,-5265.5,phase4_full_backtest
INFY_0009,INFY,2025-04-15T11:45:00+05:30,2025-04-17T11:00:00+05:30,SHORT,1416.3,1388.6,10,127.0,phase4_full_backtest
BANKNIFTY_0009,BANKNIFTY,2025-04-15T12:45:00+05:30,2025-04-17T15:15:00+05:30,SHORT,52286.5,54252.05,10,-19805.5,phase4_full_backtest
RELIANCE_0009,RELIANCE,2025-04-15T13:00:00+05:30,2025-04-17T15:15:00+05:30,SHORT,1242.2,1273.0,10,-458.0,phase4_full_backtest
TCS_0009,TCS,2025-04-15T14:30:00+05:30,2025-04-17T15:15:00+05:30,LONG,3250.7,3297.4,10,317.0,phase4_full_backtest
RELIANCE_0010,RELIANCE,2025-04-16T12:00:00+05:30,2025-04-17T15:15:00+05:30,SHORT,1235.59,1273.0,10,-524.1,phase4_full_backtest
NIFTY_0010,NIFTY,2025-04-16T12:45:00+05:30,2025-04-17T15:15:00+05:30,SHORT,23343.45,23837.75,10,-5093.0,phase4_full_backtest
BANKNIFTY_0010,BANKNIFTY,2025-04-16T13:00:00+05:30,2025-04-17T15:15:00+05:30,LONG,52874.2,54252.05,10,13628.5,phase4_full_backtest
TCS_0010,TCS,2025-04-16T13:00:00+05:30,2025-04-17T15:15:00+05:30,LONG,3265.3,3297.4,10,171.0,phase4_full_backtest
INFY_0010,INFY,2025-04-16T14:45:00+05:30,2025-04-17T15:15:00+05:30,LONG,1413.2,1427.7,10,-5.0,phase4_full_backtest
NIFTY_0011,NIFTY,2025-04-17T12:30:00+05:30,2025-04-17T15:15:00+05:30,LONG,23712.35,23837.75,10,1104.0,phase4_full_backtest
INFY_0011,INFY,2025-04-17T14:00:00+05:30,2025-04-17T15:15:00+05:30,SHORT,1415.7,1427.7,10,-270.0,phase4_full_backtest
BANKNIFTY_0011,BANKNIFTY,2025-04-17T14:15:00+05:30,2025-04-17T15:15:00+05:30,SHORT,54284.05,54252.05,10,170.0,phase4_full_backtest
TCS_0011,TCS,2025-04-21T09:45:00+05:30,2025-04-23T10:30:00+05:30,LONG,3310.9,3379.6,10,537.0,phase4_full_backtest
RELIANCE_0011,RELIANCE,2025-04-21T10:30:00+05:30,2025-04-24T10:30:00+05:30,SHORT,1289.0,1295.5,10,-215.0,phase4_full_backtest
