,timestamp,open,high,low,close,volume,ticker
0,2025-01-01 09:15:00+05:30,1779.25,1790.6,1779.25,1785.25,27255,KOTAKBANK
1,2025-01-01 09:20:00+05:30,1785.9,1786.0,1779.0,1779.05,13855,KOTAKBANK
2,2025-01-01 09:25:00+05:30,1779.75,1780.2,1777.0,1777.95,8799,KOTAKBANK
3,2025-01-01 09:30:00+05:30,1778.95,1782.9,1778.25,1778.9,21025,KOTAKBANK
4,2025-01-01 09:35:00+05:30,1778.85,1781.4,1777.7,1780.3,7528,KOTAKBANK
5,2025-01-01 09:40:00+05:30,1779.65,1782.45,1779.15,1781.75,15139,KOTAKBANK
6,2025-01-01 09:45:00+05:30,1781.9,1782.75,1779.6,1779.95,28831,KOTAKBANK
7,2025-01-01 09:50:00+05:30,1779.9,1781.5,1779.65,1780.95,13874,KOTAKBANK
8,2025-01-01 09:55:00+05:30,1780.95,1783.5,1780.2,1781.6,7254,KOTAKBANK
9,2025-01-01 10:00:00+05:30,1781.65,1784.7,1781.0,1783.25,8427,KOTAKBANK
10,2025-01-01 10:05:00+05:30,1783.2,1786.8,1782.3,1785.65,8710,KOTAKBANK
11,2025-01-01 10:10:00+05:30,1785.65,1792.4,1785.35,1790.1,31973,KOTAKBANK
12,2025-01-01 10:15:00+05:30,1790.5,1793.0,1789.95,1790.85,13271,KOTAKBANK
13,2025-01-01 10:20:00+05:30,1790.1,1793.0,1790.0,1790.45,8860,KOTAKBANK
14,2025-01-01 10:25:00+05:30,1790.55,1791.5,1790.0,1790.75,12484,KOTAKBANK
15,2025-01-01 10:30:00+05:30,1791.35,1791.35,1790.0,1790.55,5992,KOTAKBANK
16,2025-01-01 10:35:00+05:30,1790.05,1792.65,1789.9,1791.45,9152,KOTAKBANK
17,2025-01-01 10:40:00+05:30,1791.55,1792.05,1787.5,1790.0,10593,KOTAKBANK
18,2025-01-01 10:45:00+05:30,1790.0,1794.45,1789.75,1794.4,6238,KOTAKBANK
19,2025-01-01 10:50:00+05:30,1794.45,1796.75,1793.65,1794.5,14053,KOTAKBANK
20,2025-01-01 10:55:00+05:30,1794.5,1795.05,1791.65,1792.55,11787,KOTAKBANK
21,2025-01-01 11:00:00+05:30,1792.6,1794.0,1790.55,1791.35,4506,KOTAKBANK
22,2025-01-01 11:05:00+05:30,1790.85,1792.8,1790.0,1791.45,5771,KOTAKBANK
23,2025-01-01 11:10:00+05:30,1791.45,1792.4,1790.0,1792.35,5666,KOTAKBANK
24,2025-01-01 11:15:00+05:30,1791.65,1792.65,1790.1,1790.85,4229,KOTAKBANK
25,2025-01-01 11:20:00+05:30,1790.85,1791.0,1790.0,1790.0,5839,KOTAKBANK
26,2025-01-01 11:25:00+05:30,1790.6,1790.6,1786.6,1789.1,26498,KOTAKBANK
27,2025-01-01 11:30:00+05:30,1788.7,1790.7,1788.0,1788.2,25445,KOTAKBANK
28,2025-01-01 11:35:00+05:30,1788.2,1790.5,1787.7,1789.25,15753,KOTAKBANK
29,2025-01-01 11:40:00+05:30,1789.8,1791.0,1788.05,1790.65,16230,KOTAKBANK
30,2025-01-01 11:45:00+05:30,1790.2,1791.0,1787.25,1787.9,15831,KOTAKBANK
31,2025-01-01 11:50:00+05:30,1788.0,1789.85,1786.95,1789.85,19607,KOTAKBANK
32,2025-01-01 11:55:00+05:30,1789.05,1790.3,1788.25,1790.0,16390,KOTAKBANK
33,2025-01-01 12:00:00+05:30,1790.0,1790.5,1788.55,1790.0,8293,KOTAKBANK
34,2025-01-01 12:05:00+05:30,1790.05,1790.5,1790.0,1790.05,9316,KOTAKBANK
35,2025-01-01 12:10:00+05:30,1790.0,1791.0,1789.2,1790.25,59536,KOTAKBANK
36,2025-01-01 12:15:00+05:30,1790.3,1791.7,1790.0,1790.5,18869,KOTAKBANK
37,2025-01-01 12:20:00+05:30,1790.15,1791.0,1790.0,1790.2,2194,KOTAKBANK
38,2025-01-01 12:25:00+05:30,1790.2,1790.4,1789.65,1790.1,6418,KOTAKBANK
39,2025-01-01 12:30:00+05:30,1790.15,1790.5,1790.0,1790.05,2676,KOTAKBANK
40,2025-01-01 12:35:00+05:30,1790.05,1790.35,1788.6,1789.7,15196,KOTAKBANK
41,2025-01-01 12:40:00+05:30,1789.7,1790.0,1788.2,1789.4,18092,KOTAKBANK
42,2025-01-01 12:45:00+05:30,1789.4,1789.9,1788.25,1789.45,19224,KOTAKBANK
43,2025-01-01 12:50:00+05:30,1789.45,1789.95,1788.3,1789.6,18253,KOTAKBANK
44,2025-01-01 12:55:00+05:30,1789.6,1790.0,1788.55,1789.75,21072,KOTAKBANK
45,2025-01-01 13:00:00+05:30,1789.3,1790.0,1787.4,1789.35,20657,KOTAKBANK
46,2025-01-01 13:05:00+05:30,1789.35,1789.6,1788.1,1788.4,17302,KOTAKBANK
47,2025-01-01 13:10:00+05:30,1788.4,1789.95,1788.05,1788.85,17770,KOTAKBANK
48,2025-01-01 13:15:00+05:30,1788.8,1789.8,1788.2,1789.75,15888,KOTAKBANK
49,2025-01-01 13:20:00+05:30,1789.5,1789.75,1788.3,1789.6,16540,KOTAKBANK
50,2025-01-01 13:25:00+05:30,1789.65,1790.2,1788.75,1788.9,17894,KOTAKBANK
51,2025-01-01 13:30:00+05:30,1789.7,1790.0,1788.85,1790.0,18672,KOTAKBANK
52,2025-01-01 13:35:00+05:30,1789.95,1790.25,1788.7,1789.9,22576,KOTAKBANK
53,2025-01-01 13:40:00+05:30,1789.85,1790.2,1788.75,1789.95,20530,KOTAKBANK
54,2025-01-01 13:45:00+05:30,1789.35,1790.2,1788.05,1788.4,30323,KOTAKBANK
55,2025-01-01 13:50:00+05:30,1788.3,1789.55,1786.6,1789.55,20305,KOTAKBANK
56,2025-01-01 13:55:00+05:30,1789.55,1791.0,1787.85,1790.05,30713,KOTAKBANK
57,2025-01-01 14:00:00+05:30,1790.15,1791.7,1790.0,1790.25,17599,KOTAKBANK
58,2025-01-01 14:05:00+05:30,1790.05,1790.9,1790.0,1790.05,12296,KOTAKBANK
59,2025-01-01 14:10:00+05:30,1790.05,1790.95,1788.7,1790.05,17159,KOTAKBANK
