timestamp,open,high,low,close,volume,ticker
2025-06-09 09:15:00+05:30,3400.0,3401.0,3390.9,3397.5,24678,TCS
2025-06-09 09:16:00+05:30,3398.8,3404.5,3393.4,3404.2,22516,TCS
2025-06-09 09:17:00+05:30,3404.6,3404.9,3401.5,3402.4,5016,TCS
2025-06-09 09:18:00+05:30,3402.8,3407.6,3402.1,3406.9,11961,TCS
2025-06-09 09:19:00+05:30,3406.9,3409.9,3405.1,3409.9,9789,TCS
2025-06-09 09:20:00+05:30,3409.0,3414.9,3408.7,3414.6,8787,TCS
2025-06-09 09:21:00+05:30,3414.4,3414.7,3410.0,3412.8,10564,TCS
2025-06-09 09:22:00+05:30,3412.3,3415.8,3411.0,3415.0,9405,TCS
2025-06-09 09:23:00+05:30,3414.7,3415.0,3412.0,3412.2,16304,TCS
2025-06-09 09:24:00+05:30,3412.1,3414.6,3412.0,3414.1,4408,TCS
2025-06-09 09:25:00+05:30,3414.6,3419.9,3414.1,3419.9,11419,TCS
2025-06-09 09:26:00+05:30,3419.9,3422.4,3418.0,3421.8,13090,TCS
2025-06-09 09:27:00+05:30,3421.6,3425.7,3420.2,3423.0,13295,TCS
2025-06-09 09:28:00+05:30,3423.0,3423.0,3419.1,3420.6,4645,TCS
2025-06-09 09:29:00+05:30,3420.6,3421.3,3418.1,3420.0,3206,TCS
2025-06-09 09:30:00+05:30,3419.6,3420.0,3417.1,3417.3,11413,TCS
2025-06-09 09:31:00+05:30,3417.7,3418.6,3416.1,3416.5,4333,TCS
2025-06-09 09:32:00+05:30,3416.5,3420.0,3416.2,3420.0,2808,TCS
2025-06-09 09:33:00+05:30,3420.0,3422.9,3419.0,3419.1,8126,TCS
2025-06-09 09:34:00+05:30,3419.5,3420.4,3418.5,3419.0,3082,TCS
2025-06-09 09:35:00+05:30,3418.9,3419.8,3418.2,3418.5,2831,TCS
2025-06-09 09:36:00+05:30,3418.4,3419.8,3418.2,3419.8,3732,TCS
2025-06-09 09:37:00+05:30,3419.4,3421.9,3418.7,3418.9,4104,TCS
2025-06-09 09:38:00+05:30,3419.6,3419.7,3415.7,3417.3,5016,TCS
2025-06-09 09:39:00+05:30,3417.3,3419.8,3417.1,3418.6,4300,TCS
2025-06-09 09:40:00+05:30,3417.9,3418.5,3415.8,3416.4,3883,TCS
2025-06-09 09:41:00+05:30,3416.4,3416.8,3415.1,3415.6,2288,TCS
2025-06-09 09:42:00+05:30,3415.2,3419.0,3413.0,3417.7,9440,TCS
2025-06-09 09:43:00+05:30,3418.0,3419.4,3417.4,3419.4,2469,TCS
2025-06-09 09:44:00+05:30,3419.0,3422.6,3419.0,3422.2,3909,TCS
2025-06-09 09:45:00+05:30,3421.8,3422.2,3419.3,3420.0,4366,TCS
2025-06-09 09:46:00+05:30,3420.1,3420.2,3412.2,3414.1,7395,TCS
