ticker,total_trades,total_pnl,avg_return_pct,win_rate,profit_factor,risk_reward_ratio,sharpe_like_ratio,avg_return_pct_score,win_rate_score,profit_factor_score,composite_score,rank
BHARTIHEXA,934,1366.5500000000015,0.06626132089410301,50.0,1.2529767984085385,1.2261464601128524,0.06602704921474933,100.0,91.58232353507888,100.0,97.47469706052367,1
COROMANDEL,2658,3920.699999999995,0.027472396435230938,51.61775771256584,1.138369044845552,1.0454409595520373,0.0406641527748213,75.24888263181364,100.0,79.81463188778723,84.50051754465898,2
MAXHEALTH,2374,2120.049999999998,0.03336387410120181,49.49452401010952,1.1376494700124282,1.1299037714931945,0.040646200540256514,79.0082200513677,88.95218101705296,79.68789628361273,82.2632788339713,3
KOTAKBANK,2592,3359.7999999999975,0.01677484243947836,50.57870370370371,1.13034323307112,1.085508871423753,0.039041687876143996,68.42279971780745,94.59349171495623,78.40108036068915,80.26531957410477,4
SUNDARMFIN,2579,9817.439999999984,0.02570594998332726,48.856145792943,1.1199530404733018,1.1395077761006134,0.03434659519963728,74.1217174921346,85.63050852393405,76.57110066190302,78.5541080695818,5
M&M,2458,5186.060000000006,0.018680098316577572,50.40683482506102,1.104414606796214,1.0749992056466777,0.03177355640371871,69.63853881056086,93.69920661678267,73.83438352097377,78.53507703659257,6
BALKRISIND,2622,5294.000000000016,0.018022645777602223,50.839054157131955,1.0963177599858702,1.0461486801965691,0.029234446918095756,69.21901996121908,95.94817286864924,72.40832090013056,78.51348620901273,7
PTCIL,1621,14396.500000000011,0.04657099737085737,45.21900061690315,1.1377199231529462,1.3177683693817892,0.035786562018280135,87.435652951446,66.70535606751764,79.70030489063807,78.12242466194432,8
KAJARIACER,2532,2940.2699999999995,0.02269099945004205,48.69668246445498,1.1087831144308813,1.1321637802664066,0.03226716432107073,72.19788496649338,84.80077320769648,74.60378988280695,76.94111340537974,9
MARUTI,2479,20997.90000000001,0.015354431830889914,49.57644211375555,1.1063996235137543,1.114501817664791,0.030774069201439054,67.51643919931804,89.37842537228366,74.18399593293354,76.74205774465392,10
BRITANNIA,2638,7178.210000000008,0.011294177028572033,50.94768764215315,1.077154523748567,1.0258614511891113,0.022995904311340475,64.92560058858348,96.51342533078395,69.03318295661722,76.04498095845712,11
AXISBANK,2612,1935.330000000004,0.013432389890749623,49.846860643185295,1.09227187114135,1.0679432349945763,0.02831459485934122,66.28998896099215,90.78549373188929,71.695735990918,75.80093920423164,12
NUVAMA,1313,11675.750000000011,0.022339874574191298,49.42878903274943,1.0757760514264807,1.0923519536056254,0.022094348601648425,71.9738330461498,88.61014230040944,68.79039858654828,75.69135203858708,13
TITAN,2436,6705.100000000003,0.014740669031429721,49.42528735632184,1.0944512642101876,1.103541390989342,0.02735967956988378,67.12479866538746,88.59192203230418,72.07958306921812,75.54684943699473,14
HCG,2905,740.9899999999999,0.02624578775430876,46.43717728055077,1.1283167074482485,1.2178125471050034,0.036070044325032476,74.46618664707366,73.04389301409107,78.04415716470302,75.47068676423062,15
HINDUNILVR,2582,4428.570000000001,0.011420669261551296,50.0,1.0887832447336698,1.0761327810070973,0.026235116649649923,65.0063149715758,91.58232353507888,71.0812993053031,75.40911127411765,16
VBL,2384,1381.6000000000006,0.023549180392492826,47.77684563758389,1.1022450980973284,1.137083397949395,0.030007863166700618,72.74548811677565,80.01458752057037,73.45227733401684,75.20893362481054,17
INFY,2419,2940.249999999993,0.011236514332486371,50.18602728400165,1.0816172493771385,1.0593434180472963,0.025123139900153316,64.88880616392508,92.5502790442449,69.81918352635195,75.15939897299177,18
HDFCAMC,2496,7489.830000000002,0.014685540321984906,49.919871794871796,1.0772292495003553,1.06944829986512,0.02309144624605396,67.08962117137696,91.16539255632665,69.04634408019234,75.09504175038802,19
CUMMINSIND,2608,7624.899999999997,0.015490280218288063,49.808282208588956,1.0765668822562398,1.0674504575412138,0.02237517154636193,67.60312372145104,90.58475861659193,68.92968420132478,75.0282383819428,20
FORTIS,2513,1139.7100000000025,0.017984793928554513,49.18424194190211,1.082494153390669,1.066729675428669,0.024284303484561145,69.19486678936777,87.33769076134337,69.97362883883649,74.94921880074794,21
KIRLOSBROS,2573,4820.6500000000015,0.03107002847475594,46.98795180722892,1.0898899177424162,1.1773335257002444,0.02465387277241823,77.54452279456798,75.909737345838,71.27621283747628,74.54676317711231,22
UBL,2687,3455.509999999998,0.013005483720975743,49.68366207666543,1.0779565183807909,1.066652105453951,0.023312656958854913,66.01758118323899,89.93632285677455,69.17443480365357,74.45594513346549,23
INDIANB,2447,1673.4599999999991,0.022033420834184463,47.93624846751124,1.0863141523832986,1.124284212270524,0.022966975948860067,71.7782856678029,80.84400804473101,70.64642874510231,74.0452596118011,24
OFSS,2488,23467.699999999993,0.013950921973122287,49.758842443729904,1.0676109987357811,1.0650238961540304,0.020157448451221163,66.62086300839152,90.3275087565834,67.35232315889577,74.02544079305079,25
GODFRYPHLP,2467,21637.149999999994,0.03431340962559953,44.9939197405756,1.115516132362268,1.3506789926980973,0.03036592228955414,79.6141163358741,65.53419305549822,75.78964721990654,73.86035170537431,26
ICICIGI,2693,2732.849999999995,0.011277993014954482,49.9814333457111,1.067291605200371,1.0538116963679738,0.02116997564698831,64.91527360926851,91.48571568853548,67.29606975644711,73.83872469192004,27
OBEROIRLTY,2608,3834.799999999998,0.015645894808206513,49.27147239263804,1.0683590819199968,1.080830199607779,0.021358176954485233,67.70242100883414,87.79157684482846,67.48407981568822,73.64183128237407,28
