Trade Type,Entry Time,Entry Price,High During Trade,Low During Trade,High Time,Low Time,Exit Time,Exit Price,Profit (Currency),Profit (%),Trade Duration (min),PnL,Target (%),Drawdown (%),RRR,Recovery Time (min),ticker,strategy_generated,risk_processed
Buy,2022-11-07 14:20:00+05:30,866.9,873.1,866.9,2022-11-07 15:05:00+05:30,2022-11-07 14:20:00+05:30,2022-11-07 15:15:00+05:30,872.95,6.050000000000068,0.6978890298765795,55.0,0.0,0.72,0.0,,55.0,AXISBANK,True,False
Buy,2022-11-09 09:15:00+05:30,878.05,878.05,873.05,2022-11-09 09:15:00+05:30,2022-11-09 09:35:00+05:30,2022-11-09 10:05:00+05:30,873.4,-4.649999999999977,-0.5295825978019449,50.0,0.0,0.0,0.57,-0.93,30.0,AXISBANK,True,False
Buy,2022-11-09 11:30:00+05:30,874.65,875.75,873.7,2022-11-09 11:45:00+05:30,2022-11-09 11:35:00+05:30,2022-11-09 11:50:00+05:30,875.7,1.0500000000000682,0.1200480192076908,20.0,0.0,0.13,0.11,1.11,15.0,AXISBANK,True,False
Buy,2022-11-09 11:55:00+05:30,874.15,874.35,873.85,2022-11-09 12:05:00+05:30,2022-11-09 12:00:00+05:30,2022-11-09 12:05:00+05:30,874.35,0.2000000000000454,0.0228793685294337,10.0,0.0,0.02,0.03,0.67,5.0,AXISBANK,True,False
Buy,2022-11-09 13:50:00+05:30,876.45,879.7,875.8,2022-11-09 14:25:00+05:30,2022-11-09 14:35:00+05:30,2022-11-09 14:35:00+05:30,875.8,-0.650000000000091,-0.0741628159050819,45.0,0.0,0.37,0.07,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-09 14:40:00+05:30,873.55,873.75,873.55,2022-11-09 14:50:00+05:30,2022-11-09 14:40:00+05:30,2022-11-09 14:50:00+05:30,873.75,0.2000000000000454,0.0228950832808706,10.0,0.0,0.02,0.0,,10.0,AXISBANK,True,False
Sell,2022-11-10 09:20:00+05:30,852.8,853.05,848.1,2022-11-10 09:35:00+05:30,2022-11-10 10:50:00+05:30,2022-11-10 10:50:00+05:30,848.1,4.699999999999932,0.55112570356472,90.0,0.0,0.55,0.03,18.8,75.0,AXISBANK,True,False
Buy,2022-11-11 12:20:00+05:30,853.9,853.9,848.3,2022-11-11 12:20:00+05:30,2022-11-11 12:50:00+05:30,2022-11-11 12:50:00+05:30,848.3,-5.600000000000023,-0.6558144981848019,30.0,0.0,0.0,0.66,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-11 13:35:00+05:30,850.15,851.0,848.75,2022-11-11 14:05:00+05:30,2022-11-11 13:45:00+05:30,2022-11-11 14:20:00+05:30,850.0,-0.1499999999999772,-0.0176439451861409,45.0,0.0,0.1,0.16,-0.11,35.0,AXISBANK,True,False
Buy,2022-11-11 14:25:00+05:30,849.95,852.9,849.95,2022-11-11 14:45:00+05:30,2022-11-11 14:25:00+05:30,2022-11-11 15:05:00+05:30,850.95,1.0,0.1176539796458615,40.0,0.0,0.35,0.0,,40.0,AXISBANK,True,False
Buy,2022-11-11 15:10:00+05:30,850.0,850.0,850.0,2022-11-11 15:10:00+05:30,2022-11-11 15:10:00+05:30,2022-11-11 15:15:00+05:30,850.0,0.0,0.0,5.0,0.0,0.0,0.0,,5.0,AXISBANK,True,False
Buy,2022-11-14 09:15:00+05:30,853.2,853.2,851.1,2022-11-14 09:15:00+05:30,2022-11-14 09:30:00+05:30,2022-11-14 09:35:00+05:30,851.65,-1.5500000000000682,-0.1816690107829428,20.0,0.0,0.0,0.25,-0.74,5.0,AXISBANK,True,False
Buy,2022-11-14 09:40:00+05:30,850.45,850.45,849.45,2022-11-14 09:40:00+05:30,2022-11-14 09:50:00+05:30,2022-11-14 09:50:00+05:30,849.45,-1.0,-0.1175848080428008,10.0,0.0,0.0,0.12,-1.0,0.0,AXISBANK,True,False
Sell,2022-11-14 10:20:00+05:30,849.3,849.6,848.1,2022-11-14 11:05:00+05:30,2022-11-14 10:55:00+05:30,2022-11-14 11:05:00+05:30,849.6,-0.3000000000000682,-0.0353232073472351,45.0,0.0,0.14,0.04,-1.0,0.0,AXISBANK,True,False
Sell,2022-11-14 12:40:00+05:30,849.35,849.35,848.8,2022-11-14 12:40:00+05:30,2022-11-14 12:45:00+05:30,2022-11-14 13:05:00+05:30,849.0,0.3500000000000227,0.0412079825749129,25.0,0.0,0.06,0.0,,25.0,AXISBANK,True,False
Sell,2022-11-14 13:10:00+05:30,849.4,850.0,849.4,2022-11-14 13:20:00+05:30,2022-11-14 13:10:00+05:30,2022-11-14 13:20:00+05:30,850.0,-0.6000000000000227,-0.0706380974805772,10.0,0.0,0.0,0.07,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-14 13:25:00+05:30,851.4,851.4,849.7,2022-11-14 13:25:00+05:30,2022-11-14 13:45:00+05:30,2022-11-14 14:35:00+05:30,850.2,-1.1999999999999318,-0.1409443269908306,70.0,0.0,0.0,0.2,-0.71,50.0,AXISBANK,True,False
Buy,2022-11-14 15:10:00+05:30,851.6,851.6,851.3,2022-11-14 15:10:00+05:30,2022-11-14 15:15:00+05:30,2022-11-14 15:15:00+05:30,851.3,-0.3000000000000682,-0.0352278064819244,5.0,0.0,0.0,0.04,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-15 09:15:00+05:30,851.8,851.8,851.05,2022-11-15 09:15:00+05:30,2022-11-15 09:20:00+05:30,2022-11-15 09:20:00+05:30,851.05,-0.75,-0.0880488377553416,5.0,0.0,0.0,0.09,-1.0,0.0,AXISBANK,True,False
Sell,2022-11-15 09:35:00+05:30,848.05,851.05,847.8,2022-11-15 10:05:00+05:30,2022-11-15 09:45:00+05:30,2022-11-15 10:05:00+05:30,851.05,-3.0,-0.3537527268439361,30.0,0.0,0.03,0.35,-1.0,0.0,AXISBANK,True,False
Sell,2022-11-15 10:10:00+05:30,851.0,851.45,851.0,2022-11-15 10:20:00+05:30,2022-11-15 10:10:00+05:30,2022-11-15 10:20:00+05:30,851.45,-0.4500000000000455,-0.0528789659224495,10.0,0.0,0.0,0.05,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-15 11:15:00+05:30,850.4,850.85,849.85,2022-11-15 11:20:00+05:30,2022-11-15 11:45:00+05:30,2022-11-15 11:50:00+05:30,850.0,-0.3999999999999772,-0.0470366886171186,35.0,0.0,0.05,0.06,-0.73,5.0,AXISBANK,True,False
Sell,2022-11-15 12:00:00+05:30,849.65,849.65,849.0,2022-11-15 12:00:00+05:30,2022-11-15 12:05:00+05:30,2022-11-15 12:20:00+05:30,849.65,0.0,0.0,20.0,0.0,0.08,0.0,,20.0,AXISBANK,True,False
Sell,2022-11-15 12:25:00+05:30,850.1,850.1,849.35,2022-11-15 12:25:00+05:30,2022-11-15 12:35:00+05:30,2022-11-15 12:50:00+05:30,850.0,0.1000000000000227,0.0117633219621247,25.0,0.0,0.09,0.0,,25.0,AXISBANK,True,False
Sell,2022-11-15 13:15:00+05:30,849.4,850.35,849.4,2022-11-15 13:20:00+05:30,2022-11-15 13:15:00+05:30,2022-11-15 13:20:00+05:30,850.35,-0.9500000000000456,-0.1118436543442483,5.0,0.0,0.0,0.11,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-15 13:40:00+05:30,851.15,859.35,850.4,2022-11-15 15:15:00+05:30,2022-11-15 13:50:00+05:30,2022-11-15 15:15:00+05:30,859.35,8.200000000000045,0.9634024555013858,95.0,0.0,0.96,0.09,10.93,85.0,AXISBANK,True,False
Buy,2022-11-16 09:15:00+05:30,860.45,860.45,856.95,2022-11-16 09:15:00+05:30,2022-11-16 09:45:00+05:30,2022-11-16 09:50:00+05:30,857.7,-2.75,-0.3196002091928642,35.0,0.0,0.0,0.41,-0.79,5.0,AXISBANK,True,False
Sell,2022-11-16 12:20:00+05:30,852.5,853.85,852.5,2022-11-16 12:45:00+05:30,2022-11-16 12:20:00+05:30,2022-11-16 13:05:00+05:30,853.8,-1.2999999999999543,-0.1524926686216955,45.0,0.0,0.0,0.16,-0.96,20.0,AXISBANK,True,False
Sell,2022-11-16 14:35:00+05:30,854.7,854.9,851.7,2022-11-16 14:50:00+05:30,2022-11-16 14:45:00+05:30,2022-11-16 14:50:00+05:30,854.9,-0.1999999999999318,-0.0234000234000154,15.0,0.0,0.35,0.02,-1.0,0.0,AXISBANK,True,False
Sell,2022-11-16 14:55:00+05:30,855.8,856.6,855.6,2022-11-16 15:05:00+05:30,2022-11-16 15:00:00+05:30,2022-11-16 15:05:00+05:30,856.6,-0.8000000000000682,-0.0934797849965024,10.0,0.0,0.02,0.09,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-17 09:20:00+05:30,858.7,860.3,856.65,2022-11-17 09:40:00+05:30,2022-11-17 10:05:00+05:30,2022-11-17 10:05:00+05:30,856.65,-2.050000000000068,-0.238732968440674,45.0,0.0,0.19,0.24,-1.0,0.0,AXISBANK,True,False
Sell,2022-11-17 11:20:00+05:30,854.4,856.35,853.55,2022-11-17 11:45:00+05:30,2022-11-17 11:25:00+05:30,2022-11-17 11:50:00+05:30,856.05,-1.6499999999999773,-0.1931179775280872,30.0,0.0,0.1,0.23,-0.85,5.0,AXISBANK,True,False
Buy,2022-11-17 12:05:00+05:30,858.45,860.25,857.1,2022-11-17 13:10:00+05:30,2022-11-17 12:25:00+05:30,2022-11-17 13:50:00+05:30,857.25,-1.2000000000000457,-0.1397868250917404,105.0,0.0,0.21,0.16,-0.89,85.0,AXISBANK,True,False
Buy,2022-11-17 14:55:00+05:30,858.5,859.45,858.5,2022-11-17 15:00:00+05:30,2022-11-17 14:55:00+05:30,2022-11-17 15:05:00+05:30,858.95,0.4500000000000455,0.0524170064065283,10.0,0.0,0.11,0.0,,10.0,AXISBANK,True,False
Buy,2022-11-18 09:20:00+05:30,864.05,864.55,861.05,2022-11-18 10:10:00+05:30,2022-11-18 10:35:00+05:30,2022-11-18 10:35:00+05:30,861.05,-3.0,-0.3472021295063943,75.0,0.0,0.06,0.35,-1.0,0.0,AXISBANK,True,False
Sell,2022-11-18 13:05:00+05:30,857.15,859.05,855.45,2022-11-18 13:25:00+05:30,2022-11-18 13:45:00+05:30,2022-11-18 14:20:00+05:30,856.95,0.1999999999999318,0.0233331388905012,75.0,0.0,0.2,0.22,0.11,55.0,AXISBANK,True,False
Buy,2022-11-21 09:20:00+05:30,862.2,867.75,861.5,2022-11-21 11:30:00+05:30,2022-11-21 09:40:00+05:30,2022-11-21 11:35:00+05:30,866.9,4.699999999999932,0.5451171421943786,135.0,0.0,0.64,0.08,6.71,115.0,AXISBANK,True,False
Buy,2022-11-21 13:05:00+05:30,867.95,868.0,866.6,2022-11-21 13:10:00+05:30,2022-11-21 13:20:00+05:30,2022-11-21 13:20:00+05:30,866.6,-1.3500000000000227,-0.1555389135318881,15.0,0.0,0.01,0.16,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-22 09:20:00+05:30,874.0,876.4,872.8,2022-11-22 10:20:00+05:30,2022-11-22 09:35:00+05:30,2022-11-22 10:50:00+05:30,874.75,0.75,0.085812356979405,90.0,0.0,0.27,0.14,0.62,75.0,AXISBANK,True,False
Buy,2022-11-23 09:50:00+05:30,874.1,877.4,872.7,2022-11-23 12:10:00+05:30,2022-11-23 10:30:00+05:30,2022-11-23 12:35:00+05:30,875.65,1.5499999999999543,0.1773252488273601,165.0,0.0,0.38,0.16,1.11,125.0,AXISBANK,True,False
Buy,2022-11-24 09:35:00+05:30,878.4,878.65,877.8,2022-11-24 10:00:00+05:30,2022-11-24 09:45:00+05:30,2022-11-24 10:05:00+05:30,878.55,0.1499999999999772,0.0170765027322378,30.0,0.0,0.03,0.07,0.25,20.0,AXISBANK,True,False
Buy,2022-11-24 10:10:00+05:30,877.4,878.15,877.4,2022-11-24 10:15:00+05:30,2022-11-24 10:10:00+05:30,2022-11-24 10:20:00+05:30,877.95,0.5500000000000682,0.062685206291323,10.0,0.0,0.09,0.0,,10.0,AXISBANK,True,False
Buy,2022-11-24 11:40:00+05:30,879.4,879.4,878.3,2022-11-24 11:40:00+05:30,2022-11-24 11:50:00+05:30,2022-11-24 11:50:00+05:30,878.3,-1.1000000000000227,-0.1250852854218811,10.0,0.0,0.0,0.13,-1.0,0.0,AXISBANK,True,False
Sell,2022-11-24 13:20:00+05:30,874.0,876.6,874.0,2022-11-24 14:05:00+05:30,2022-11-24 13:20:00+05:30,2022-11-24 14:05:00+05:30,876.6,-2.6000000000000227,-0.2974828375286067,45.0,0.0,0.0,0.3,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-25 09:15:00+05:30,885.5,890.95,885.5,2022-11-25 09:25:00+05:30,2022-11-25 09:15:00+05:30,2022-11-25 10:50:00+05:30,888.2,2.700000000000045,0.3049124788255274,95.0,0.0,0.62,0.0,,95.0,AXISBANK,True,False
Buy,2022-11-28 10:35:00+05:30,891.45,896.3,891.45,2022-11-28 12:35:00+05:30,2022-11-28 10:35:00+05:30,2022-11-28 12:35:00+05:30,896.3,4.849999999999909,0.5440574345167882,120.0,0.0,0.54,0.0,,120.0,AXISBANK,True,False
Buy,2022-11-28 13:00:00+05:30,897.25,897.85,897.15,2022-11-28 13:10:00+05:30,2022-11-28 13:20:00+05:30,2022-11-28 13:20:00+05:30,897.15,-0.1000000000000227,-0.0111451657843435,20.0,0.0,0.07,0.01,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-28 13:45:00+05:30,897.4,897.4,896.9,2022-11-28 13:45:00+05:30,2022-11-28 13:50:00+05:30,2022-11-28 13:50:00+05:30,896.9,-0.5,-0.0557165143748607,5.0,0.0,0.0,0.06,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-29 10:20:00+05:30,900.05,900.2,898.45,2022-11-29 10:25:00+05:30,2022-11-29 10:50:00+05:30,2022-11-29 10:50:00+05:30,898.45,-1.599999999999909,-0.1777679017832241,30.0,0.0,0.02,0.18,-1.0,0.0,AXISBANK,True,False
Buy,2022-11-29 10:55:00+05:30,898.6,898.6,897.7,2022-11-29 10:55:00+05:30,2022-11-29 11:05:00+05:30,2022-11-29 11:05:00+05:30,897.7,-0.8999999999999773,-0.1001557979078541,10.0,0.0,0.0,0.1,-1.0,0.0,AXISBANK,True,False
Sell,2022-11-29 13:20:00+05:30,894.25,896.8,893.8,2022-11-29 13:50:00+05:30,2022-11-29 13:25:00+05:30,2022-11-29 13:50:00+05:30,896.8,-2.5499999999999545,-0.2851551579535873,30.0,0.0,0.05,0.29,-1.0,0.0,AXISBANK,True,False
Sell,2022-11-29 14:30:00+05:30,894.3,894.3,892.2,2022-11-29 14:30:00+05:30,2022-11-29 15:15:00+05:30,2022-11-29 15:15:00+05:30,892.2,2.099999999999909,0.2348205300234719,45.0,0.0,0.23,0.0,,45.0,AXISBANK,True,False
Sell,2022-11-30 09:15:00+05:30,894.3,894.3,888.6,2022-11-30 09:15:00+05:30,2022-11-30 10:25:00+05:30,2022-11-30 10:50:00+05:30,891.2,3.099999999999909,0.3466398300346538,95.0,0.0,0.64,0.0,,95.0,AXISBANK,True,False
Sell,2022-11-30 11:30:00+05:30,887.95,887.95,885.65,2022-11-30 11:30:00+05:30,2022-11-30 12:35:00+05:30,2022-11-30 12:35:00+05:30,885.65,2.300000000000068,0.2590235936708224,65.0,0.0,0.26,0.0,,65.0,AXISBANK,True,False
Sell,2022-11-30 12:40:00+05:30,887.0,887.0,886.3,2022-11-30 12:40:00+05:30,2022-11-30 12:50:00+05:30,2022-11-30 12:50:00+05:30,886.3,0.7000000000000455,0.0789177001127447,10.0,0.0,0.08,0.0,,10.0,AXISBANK,True,False
Buy,2022-11-30 14:05:00+05:30,894.6,903.45,894.6,2022-11-30 15:15:00+05:30,2022-11-30 14:05:00+05:30,2022-11-30 15:15:00+05:30,903.45,8.850000000000023,0.9892689470154284,70.0,0.0,0.99,0.0,,70.0,AXISBANK,True,False
Buy,2022-12-01 09:15:00+05:30,904.25,904.25,900.5,2022-12-01 09:15:00+05:30,2022-12-01 09:25:00+05:30,2022-12-01 10:20:00+05:30,903.45,-0.7999999999999545,-0.0884711086535752,65.0,0.0,0.0,0.41,-0.21,55.0,AXISBANK,True,False
Buy,2022-12-01 12:20:00+05:30,907.2,907.25,906.0,2022-12-01 12:40:00+05:30,2022-12-01 12:30:00+05:30,2022-12-01 12:50:00+05:30,907.1,-0.1000000000000227,-0.0110229276895968,30.0,0.0,0.01,0.13,-0.08,20.0,AXISBANK,True,False
Sell,2022-12-02 09:20:00+05:30,898.2,898.2,891.6,2022-12-02 09:20:00+05:30,2022-12-02 09:45:00+05:30,2022-12-02 10:35:00+05:30,895.1,3.1000000000000227,0.3451347138721913,75.0,0.0,0.73,0.0,,75.0,AXISBANK,True,False
Sell,2022-12-02 12:25:00+05:30,895.45,895.65,895.15,2022-12-02 12:35:00+05:30,2022-12-02 12:30:00+05:30,2022-12-02 12:35:00+05:30,895.65,-0.1999999999999318,-0.0223351387570419,10.0,0.0,0.03,0.02,-1.0,0.0,AXISBANK,True,False
Sell,2022-12-02 12:40:00+05:30,895.95,897.1,894.7,2022-12-02 13:05:00+05:30,2022-12-02 12:55:00+05:30,2022-12-02 13:05:00+05:30,897.1,-1.1499999999999773,-0.1283553769741589,25.0,0.0,0.14,0.13,-1.0,0.0,AXISBANK,True,False
Buy,2022-12-02 15:00:00+05:30,904.0,905.5,904.0,2022-12-02 15:15:00+05:30,2022-12-02 15:00:00+05:30,2022-12-02 15:15:00+05:30,905.5,1.5,0.165929203539823,15.0,0.0,0.17,0.0,,15.0,AXISBANK,True,False
Buy,2022-12-05 09:15:00+05:30,902.25,902.8,902.25,2022-12-05 09:20:00+05:30,2022-12-05 09:15:00+05:30,2022-12-05 09:20:00+05:30,902.8,0.5499999999999545,0.0609587143252928,5.0,0.0,0.06,0.0,,5.0,AXISBANK,True,False
Buy,2022-12-05 09:25:00+05:30,901.1,901.6,900.75,2022-12-05 09:35:00+05:30,2022-12-05 09:30:00+05:30,2022-12-05 09:35:00+05:30,901.6,0.5,0.0554877372100765,10.0,0.0,0.06,0.04,1.43,5.0,AXISBANK,True,False
Buy,2022-12-05 11:15:00+05:30,902.5,902.5,901.3,2022-12-05 11:15:00+05:30,2022-12-05 11:20:00+05:30,2022-12-05 11:20:00+05:30,901.3,-1.2000000000000457,-0.1329639889196726,5.0,0.0,0.0,0.13,-1.0,0.0,AXISBANK,True,False
Buy,2022-12-05 11:25:00+05:30,900.1,900.25,900.0,2022-12-05 11:30:00+05:30,2022-12-05 11:35:00+05:30,2022-12-05 11:35:00+05:30,900.0,-0.1000000000000227,-0.0111098766803713,10.0,0.0,0.02,0.01,-1.0,0.0,AXISBANK,True,False
Buy,2022-12-05 12:20:00+05:30,901.75,903.0,901.75,2022-12-05 12:25:00+05:30,2022-12-05 12:20:00+05:30,2022-12-05 12:50:00+05:30,902.3,0.5499999999999545,0.0609925145550268,30.0,0.0,0.14,0.0,,30.0,AXISBANK,True,False
Buy,2022-12-05 12:55:00+05:30,901.75,901.9,901.65,2022-12-05 13:00:00+05:30,2022-12-05 13:05:00+05:30,2022-12-05 13:05:00+05:30,901.65,-0.1000000000000227,-0.0110895481009174,10.0,0.0,0.02,0.01,-1.0,0.0,AXISBANK,True,False
Sell,2022-12-05 14:50:00+05:30,899.45,899.95,898.5,2022-12-05 14:55:00+05:30,2022-12-05 15:00:00+05:30,2022-12-05 15:15:00+05:30,899.8,-0.349999999999909,-0.0389126688531779,25.0,0.0,0.11,0.06,-0.7,20.0,AXISBANK,True,False
Sell,2022-12-06 09:15:00+05:30,903.0,903.0,901.45,2022-12-06 09:15:00+05:30,2022-12-06 09:20:00+05:30,2022-12-06 09:20:00+05:30,901.45,1.5499999999999543,0.1716500553709805,5.0,0.0,0.17,0.0,,5.0,AXISBANK,True,False
Buy,2022-12-06 09:50:00+05:30,904.15,905.3,902.9,2022-12-06 10:25:00+05:30,2022-12-06 10:50:00+05:30,2022-12-06 10:50:00+05:30,902.9,-1.25,-0.138251396339103,60.0,0.0,0.13,0.14,-1.0,0.0,AXISBANK,True,False
Sell,2022-12-06 11:50:00+05:30,897.4,898.5,896.2,2022-12-06 12:25:00+05:30,2022-12-06 12:10:00+05:30,2022-12-06 12:50:00+05:30,898.4,-1.0,-0.1114330287497214,60.0,0.0,0.13,0.12,-0.91,25.0,AXISBANK,True,False
Buy,2022-12-06 14:50:00+05:30,902.95,904.9,902.95,2022-12-06 15:00:00+05:30,2022-12-06 14:50:00+05:30,2022-12-06 15:15:00+05:30,904.85,1.8999999999999773,0.2104213965335818,25.0,0.0,0.22,0.0,,25.0,AXISBANK,True,False
Buy,2022-12-07 09:15:00+05:30,905.5,905.5,903.1,2022-12-07 09:15:00+05:30,2022-12-07 09:30:00+05:30,2022-12-07 09:35:00+05:30,904.75,-0.75,-0.0828271673108779,20.0,0.0,0.0,0.27,-0.31,5.0,AXISBANK,True,False
Buy,2022-12-07 10:00:00+05:30,907.65,908.5,903.35,2022-12-07 10:15:00+05:30,2022-12-07 10:50:00+05:30,2022-12-07 10:50:00+05:30,903.35,-4.2999999999999545,-0.4737508951688376,50.0,0.0,0.09,0.47,-1.0,0.0,AXISBANK,True,False
Buy,2022-12-07 12:50:00+05:30,907.0,916.6,907.0,2022-12-07 13:30:00+05:30,2022-12-07 12:50:00+05:30,2022-12-07 14:50:00+05:30,913.65,6.649999999999977,0.7331863285556756,120.0,0.0,1.06,0.0,,120.0,AXISBANK,True,False
Buy,2022-12-08 09:30:00+05:30,921.85,937.75,921.85,2022-12-08 11:20:00+05:30,2022-12-08 09:30:00+05:30,2022-12-08 11:50:00+05:30,935.0,13.149999999999975,1.4264793621521914,140.0,0.0,1.72,0.0,,140.0,AXISBANK,True,False
Sell,2022-12-09 14:20:00+05:30,930.0,934.55,927.9,2022-12-09 15:05:00+05:30,2022-12-09 14:25:00+05:30,2022-12-09 15:05:00+05:30,934.55,-4.5499999999999545,-0.4892473118279521,45.0,0.0,0.23,0.49,-1.0,0.0,AXISBANK,True,False
Sell,2022-12-12 09:20:00+05:30,927.65,928.5,922.8,2022-12-12 10:35:00+05:30,2022-12-12 10:10:00+05:30,2022-12-12 10:35:00+05:30,928.5,-0.8500000000000227,-0.0916293860831157,75.0,0.0,0.52,0.09,-1.0,0.0,AXISBANK,True,False
Buy,2022-12-12 12:20:00+05:30,936.75,938.85,935.5,2022-12-12 13:00:00+05:30,2022-12-12 13:35:00+05:30,2022-12-12 13:35:00+05:30,935.5,-1.25,-0.1334400854016546,75.0,0.0,0.22,0.13,-1.0,0.0,AXISBANK,True,False
Buy,2022-12-13 09:25:00+05:30,943.75,948.2,943.75,2022-12-13 10:25:00+05:30,2022-12-13 09:25:00+05:30,2022-12-13 10:35:00+05:30,947.2,3.450000000000045,0.3655629139072895,70.0,0.0,0.47,0.0,,70.0,AXISBANK,True,False
Buy,2022-12-14 10:05:00+05:30,946.5,948.0,946.5,2022-12-14 10:30:00+05:30,2022-12-14 10:05:00+05:30,2022-12-14 10:35:00+05:30,947.15,0.6499999999999773,0.0686740623349157,30.0,0.0,0.16,0.0,,30.0,AXISBANK,True,False
Buy,2022-12-14 12:05:00+05:30,949.15,949.3,947.75,2022-12-14 12:15:00+05:30,2022-12-14 12:35:00+05:30,2022-12-14 12:35:00+05:30,947.75,-1.3999999999999773,-0.1475003950903416,30.0,0.0,0.02,0.15,-1.0,0.0,AXISBANK,True,False
Sell,2022-12-14 13:35:00+05:30,943.25,944.4,939.0,2022-12-14 13:40:00+05:30,2022-12-14 14:40:00+05:30,2022-12-14 15:05:00+05:30,942.5,0.75,0.0795123244102836,90.0,0.0,0.45,0.12,0.65,85.0,AXISBANK,True,False
Sell,2022-12-15 10:10:00+05:30,940.0,940.55,937.15,2022-12-15 10:15:00+05:30,2022-12-15 10:35:00+05:30,2022-12-15 11:05:00+05:30,940.1,-0.1000000000000227,-0.0106382978723428,55.0,0.0,0.3,0.06,-0.18,50.0,AXISBANK,True,False
Sell,2022-12-15 12:30:00+05:30,938.3,939.15,938.2,2022-12-15 12:35:00+05:30,2022-12-15 12:50:00+05:30,2022-12-15 12:50:00+05:30,938.2,0.099999999999909,0.0106575722050419,20.0,0.0,0.01,0.09,0.12,15.0,AXISBANK,True,False
Buy,2022-12-15 14:05:00+05:30,941.85,944.55,941.85,2022-12-15 14:15:00+05:30,2022-12-15 14:05:00+05:30,2022-12-15 14:20:00+05:30,942.05,0.1999999999999318,0.0212348038434922,15.0,0.0,0.29,0.0,,15.0,AXISBANK,True,False
Sell,2022-12-16 09:15:00+05:30,940.0,942.2,940.0,2022-12-16 09:20:00+05:30,2022-12-16 09:15:00+05:30,2022-12-16 09:20:00+05:30,942.2,-2.200000000000045,-0.2340425531914942,5.0,0.0,0.0,0.23,-1.0,0.0,AXISBANK,True,False
Sell,2022-12-16 10:05:00+05:30,934.1,935.0,931.05,2022-12-16 10:55:00+05:30,2022-12-16 10:20:00+05:30,2022-12-16 11:05:00+05:30,935.0,-0.8999999999999773,-0.0963494272561799,60.0,0.0,0.33,0.1,-1.0,10.0,AXISBANK,True,False
Sell,2022-12-16 11:55:00+05:30,930.6,933.35,929.55,2022-12-16 12:20:00+05:30,2022-12-16 12:00:00+05:30,2022-12-16 12:20:00+05:30,933.35,-2.75,-0.2955082742316784,25.0,0.0,0.11,0.3,-1.0,0.0,AXISBANK,True,False
Buy,2022-12-19 10:05:00+05:30,938.5,943.9,938.5,2022-12-19 11:10:00+05:30,2022-12-19 10:05:00+05:30,2022-12-19 11:50:00+05:30,942.35,3.850000000000023,0.4102290889717658,105.0,0.0,0.58,0.0,,105.0,AXISBANK,True,False
Buy,2022-12-19 13:45:00+05:30,943.95,946.45,941.9,2022-12-19 15:10:00+05:30,2022-12-19 14:00:00+05:30,2022-12-19 15:15:00+05:30,946.4,2.449999999999932,0.2595476455320654,90.0,0.0,0.26,0.22,1.2,75.0,AXISBANK,True,False
Buy,2022-12-20 09:15:00+05:30,947.25,951.65,947.25,2022-12-20 09:20:00+05:30,2022-12-20 09:15:00+05:30,2022-12-20 09:50:00+05:30,948.35,1.1000000000000227,0.1161256268144653,35.0,0.0,0.46,0.0,,35.0,AXISBANK,True,False
Sell,2022-12-20 12:05:00+05:30,944.95,944.95,943.8,2022-12-20 12:05:00+05:30,2022-12-20 12:25:00+05:30,2022-12-20 12:35:00+05:30,944.7,0.25,0.0264564262659399,30.0,0.0,0.12,0.0,,30.0,AXISBANK,True,False
Sell,2022-12-20 13:50:00+05:30,943.45,947.8,943.3,2022-12-20 14:20:00+05:30,2022-12-20 13:55:00+05:30,2022-12-20 14:20:00+05:30,947.8,-4.349999999999909,-0.4610737187980188,30.0,0.0,0.02,0.46,-1.0,0.0,AXISBANK,True,False
Buy,2022-12-20 14:25:00+05:30,948.65,950.3,947.5,2022-12-20 15:10:00+05:30,2022-12-20 14:45:00+05:30,2022-12-20 15:15:00+05:30,949.6,0.9500000000000456,0.1001423074895952,50.0,0.0,0.17,0.12,0.83,30.0,AXISBANK,True,False
Buy,2022-12-21 09:15:00+05:30,955.15,957.3,952.6,2022-12-21 09:45:00+05:30,2022-12-21 10:20:00+05:30,2022-12-21 10:20:00+05:30,952.6,-2.5499999999999545,-0.2669737737528089,65.0,0.0,0.23,0.27,-1.0,0.0,AXISBANK,True,False
Sell,2022-12-21 12:35:00+05:30,945.75,945.75,930.85,2022-12-21 12:35:00+05:30,2022-12-21 13:55:00+05:30,2022-12-21 14:20:00+05:30,935.0,10.75,1.1366640232619614,105.0,0.0,1.58,0.0,,105.0,AXISBANK,True,False
