timestamp,open,high,low,close,volume,open_interest
2025-09-01 11:45:00+05:30,348.3,348.45,346.8,346.8,65156,0
2025-09-01 12:00:00+05:30,346.8,347.85,346.8,347.1,78016,0
2025-09-01 12:15:00+05:30,347.2,347.4,346.8,347.15,24145,0
2025-09-01 12:30:00+05:30,347.2,349.5,346.8,349.1,58103,0
2025-09-01 12:45:00+05:30,349.2,349.2,348.15,348.5,47389,0
2025-09-01 13:00:00+05:30,348.65,349.5,348.2,349.4,52381,0
2025-09-01 13:15:00+05:30,349.4,349.9,348.65,349.5,109383,0
2025-09-01 13:30:00+05:30,349.6,352.3,349.5,352.0,197501,0
2025-09-01 13:45:00+05:30,352.0,352.8,351.7,352.7,80250,0
2025-09-01 14:00:00+05:30,352.7,353.25,352.45,353.1,40605,0
2025-09-01 14:15:00+05:30,353.1,353.15,352.15,352.15,47070,0
2025-09-01 14:30:00+05:30,352.2,353.0,352.2,353.0,31492,0
2025-09-01 14:45:00+05:30,352.95,353.4,352.25,353.0,69062,0
2025-09-01 15:00:00+05:30,352.95,353.1,352.2,352.7,83044,0
2025-09-01 15:15:00+05:30,352.7,353.0,352.0,352.0,115808,0
2025-09-02 09:15:00+05:30,353.4,354.1,349.7,350.15,154560,0
2025-09-02 09:30:00+05:30,350.4,351.9,350.0,351.8,66536,0
2025-09-02 09:45:00+05:30,351.65,352.3,351.2,351.9,58116,0
2025-09-02 10:00:00+05:30,352.0,352.2,351.6,351.85,32786,0
2025-09-02 10:15:00+05:30,352.1,353.25,351.85,353.0,25420,0
2025-09-02 10:30:00+05:30,353.0,353.85,352.25,352.3,29368,0
2025-09-02 10:45:00+05:30,352.35,352.45,351.2,351.8,32845,0
2025-09-02 11:00:00+05:30,351.75,352.0,351.25,351.3,23712,0
2025-09-02 11:15:00+05:30,351.3,351.5,350.6,350.85,21027,0
2025-09-02 11:30:00+05:30,350.85,352.6,350.85,351.9,464995,0
2025-09-02 11:45:00+05:30,351.9,352.2,351.0,351.55,27395,0
2025-09-02 12:00:00+05:30,351.55,351.8,351.05,351.35,12421,0
2025-09-02 12:15:00+05:30,351.35,351.9,351.05,351.6,24322,0
2025-09-02 12:30:00+05:30,351.6,351.85,351.0,351.15,28550,0
2025-09-02 12:45:00+05:30,351.15,351.35,350.9,351.0,16593,0
2025-09-02 13:00:00+05:30,351.15,351.45,350.95,351.05,19109,0
2025-09-02 13:15:00+05:30,351.2,351.2,349.5,349.55,56897,0
2025-09-02 13:30:00+05:30,349.6,353.1,349.3,352.0,238874,0
2025-09-02 13:45:00+05:30,352.1,352.5,351.85,352.0,108334,0
2025-09-02 14:00:00+05:30,352.0,353.6,351.8,353.25,134314,0
2025-09-02 14:15:00+05:30,353.25,353.45,352.4,352.9,59415,0
2025-09-02 14:30:00+05:30,352.75,355.1,352.65,355.0,102429,0
2025-09-02 14:45:00+05:30,355.05,356.1,354.95,355.25,136270,0
2025-09-02 15:00:00+05:30,355.25,357.0,355.15,356.15,695213,0
2025-09-02 15:15:00+05:30,356.2,356.4,353.9,354.3,479718,0
2025-09-03 09:15:00+05:30,355.5,356.4,353.85,354.75,102205,0
2025-09-03 09:30:00+05:30,354.85,356.05,354.3,355.55,81087,0
2025-09-03 09:45:00+05:30,355.85,357.5,355.25,357.4,83740,0
2025-09-03 10:00:00+05:30,357.45,358.7,357.4,357.8,89562,0
2025-09-03 10:15:00+05:30,357.55,357.95,356.85,357.1,30904,0
2025-09-03 10:30:00+05:30,357.0,357.45,356.05,356.3,25933,0
2025-09-03 10:45:00+05:30,356.3,356.9,355.8,356.85,22409,0
2025-09-03 11:00:00+05:30,356.7,361.7,356.7,361.5,339998,0
2025-09-03 11:15:00+05:30,361.85,363.5,361.75,362.8,254958,0
2025-09-03 11:30:00+05:30,362.7,362.95,361.85,362.75,46966,0
2025-09-03 11:45:00+05:30,362.75,362.95,362.4,362.5,26872,0
2025-09-03 12:00:00+05:30,362.3,362.5,361.6,362.35,110265,0
2025-09-03 12:15:00+05:30,362.1,362.35,361.2,361.25,45618,0
2025-09-03 12:30:00+05:30,361.25,361.5,361.2,361.45,23390,0
2025-09-03 12:45:00+05:30,361.5,361.5,360.05,360.2,43636,0
2025-09-03 13:00:00+05:30,360.25,361.4,359.6,361.3,103077,0
2025-09-03 13:15:00+05:30,361.3,362.05,360.5,360.65,39936,0
2025-09-03 13:30:00+05:30,360.7,360.9,360.05,360.85,38773,0
2025-09-03 13:45:00+05:30,360.8,360.9,360.1,360.5,32978,0
2025-09-03 14:00:00+05:30,360.6,363.0,360.05,361.9,167894,0
2025-09-03 14:15:00+05:30,362.1,362.65,361.55,362.05,60323,0
2025-09-03 14:30:00+05:30,362.05,362.35,360.6,360.95,81892,0
2025-09-03 14:45:00+05:30,360.95,362.65,360.75,362.0,157054,0
